=== Graph Execution Profile ===
Operation      Time (ms)   Output Shape        Backend
ADD            0.902       [1,400,256]          values=[0.5478,-1.040,1.1718,0.1496,-0.212,...]
RESHAPE        0.043       [1,20,20,256]        values=[0.5478,-1.040,1.1718,0.1496,-0.212,...]
TRANSPOSE      0.505       [1,256,20,20]        values=[0.5478,1.0244,0.7841,0.7373,0.6337,...]
SIGMOID        0.115       [1,256,20,20]        values=[0.6337,0.7358,0.6865,0.6762,0.6533,...]
MULTIPLY       0.080       [1,256,20,20]        values=[0.3471,0.7539,0.5385,0.4985,0.4140,...]
IM2COL         0.578       [1,400,256]          values=[0.3471,-0.271,0.8950,0.0803,-0.094,...]
RESHAPE        0.020       [128,256]            values=[0.0120,-0.153,0.0709,0.1350,-0.053,...]
MATMUL_ND      0.774       [1,400,128]          values=[0.3981,-0.567,-0.580,1.5859,0.2266,...]
ADD            0.453       [1,400,128]          values=[3.2734,1.9199,1.5000,3.4375,3.3437,...]
RESHAPE        0.012       [1,20,20,128]        values=[3.2734,1.9199,1.5000,3.4375,3.3437,...]
TRANSPOSE      0.257       [1,128,20,20]        values=[3.2734,2.3710,2.1406,2.0566,2.1210,...]
SIGMOID        0.062       [1,128,20,20]        values=[0.9633,0.9145,0.8950,0.8867,0.8930,...]
MULTIPLY       0.034       [1,128,20,20]        values=[3.1542,2.1679,1.9160,1.8232,1.8945,...]
MAXPOOL        1.433       [1,128,20,20]        values=[3.3242,3.3242,3.3242,2.5820,2.7753,...]
MAXPOOL        1.438       [1,128,20,20]        values=[3.3242,3.4296,3.4296,3.4296,3.7519,...]
MAXPOOL        1.431       [1,128,20,20]        values=[4.2304,4.2304,4.2304,4.2695,4.2695,...]
CONCAT         0.040       [1,256,20,20]        values=[3.1542,2.1679,1.9160,1.8232,1.8945,...] weights=[3.3242,3.3242,3.3242,2.5820,2.7753,...]
CONCAT         0.065       [1,384,20,20]        values=[3.1542,2.1679,1.9160,1.8232,1.8945,...] weights=[3.3242,3.4296,3.4296,3.4296,3.7519,...]
CONCAT         0.089       [1,512,20,20]        values=[3.1542,2.1679,1.9160,1.8232,1.8945,...] weights=[4.2304,4.2304,4.2304,4.2695,4.2695,...]
IM2COL         1.204       [1,400,512]          values=[3.1542,1.6738,1.2265,3.3300,3.2285,...]
RESHAPE        0.070       [256,512]            values=[0.0421,0.1682,-0.090,0.0093,-0.022,...]
MATMUL_ND      2.647       [1,400,256]          values=[1.4179,-1.796,-0.287,-2.632,1.7871,...]
ADD            0.902       [1,400,256]          values=[-2.486,-0.587,-1.663,-3.695,0.0048,...]
RESHAPE        0.024       [1,20,20,256]        values=[-2.486,-0.587,-1.663,-3.695,0.0048,...]
TRANSPOSE      0.514       [1,256,20,20]        values=[-2.486,-2.453,-2.531,-2.447,-1.932,...]
SIGMOID        0.115       [1,256,20,20]        values=[0.0768,0.0792,0.0736,0.0796,0.1264,...]
MULTIPLY       0.072       [1,256,20,20]        values=[-0.191,-0.194,-0.186,-0.194,-0.244,...]
IM2COL         0.578       [1,400,256]          values=[-0.191,-0.209,-0.264,-0.089,0.0024,...]
RESHAPE        0.039       [256,256]            values=[-0.358,-0.619,-0.072,-0.574,0.4707,...]
MATMUL_ND      1.529       [1,400,256]          values=[0.3522,0.9365,0.8046,0.8613,2.0722,...]
ADD            0.902       [1,400,256]          values=[0.7880,-0.646,-1.359,-0.317,-1.031,...]
RESHAPE        0.047       [1,20,20,256]        values=[0.7880,-0.646,-1.359,-0.317,-1.031,...]
TRANSPOSE      0.515       [1,256,20,20]        values=[0.7880,0.9106,0.8906,1.2207,1.2675,...]
SIGMOID        0.120       [1,256,20,20]        values=[0.6875,0.7128,0.7089,0.7719,0.7802,...]
MULTIPLY       0.074       [1,256,20,20]        values=[0.5419,0.6494,0.6313,0.9423,0.9892,...]
SLICE          0.022       [1,128,20,20]        values=[0.5419,0.6494,0.6313,0.9423,0.9892,...]
SLICE          0.020       [1,128,20,20]        values=[0.3554,0.3688,0.2410,0.0039,-0.039,...]
IM2COL         0.297       [1,400,128]          values=[0.3554,0.6870,0.4118,0.3627,0.0426,...]
RESHAPE        0.017       [256,128]            values=[0.0625,0.1298,0.0324,0.1176,-0.078,...]
MATMUL_ND      0.959       [1,400,256]          values=[2.6269,-0.821,1.9492,-0.806,2.6464,...]
ADD            0.901       [1,400,256]          values=[2.4199,-1.674,1.8388,-0.583,2.0605,...]
RESHAPE        0.026       [1,20,20,256]        values=[2.4199,-1.674,1.8388,-0.583,2.0605,...]
TRANSPOSE      0.519       [1,256,20,20]        values=[2.4199,2.8691,2.9179,3.1132,3.1542,...]
RESHAPE        0.043       [1,2,128,400]        values=[2.4199,2.8691,2.9179,3.1132,3.1542,...]
SLICE          0.012       [1,2,32,400]         values=[2.4199,2.8691,2.9179,3.1132,3.1542,...]
SLICE          0.012       [1,2,32,400]         values=[2.2871,2.7031,2.7070,2.8984,2.8339,...]
SLICE          0.025       [1,2,64,400]         values=[-0.653,-0.288,-0.399,-0.416,-0.498,...]
TRANSPOSE      0.138       [1,2,400,32]         values=[2.4199,-1.674,1.8388,-0.583,2.0605,...]
RESHAPE        0.024       [1,128,20,20]        values=[-0.653,-0.288,-0.399,-0.416,-0.498,...]
MATMUL_ND      1.764       [1,2,400,400]        values=[40.281,38.500,35.468,33.593,33.125,...]
CONV2D         0.826       [1,128,20,20]        values=[0.4267,0.2161,0.2773,0.3024,0.3730,...]
MULTIPLY       3.273       [1,2,400,400]        values=[7.1210,6.8046,6.2695,5.9375,5.8554,...]
SOFTMAX        1.005       [1,2,400,400]        values=[0.0410,0.0299,0.0175,0.0125,0.0115,...]
TRANSPOSE      1.583       [1,2,400,400]        values=[0.0410,0.0172,0.0180,0.0155,0.0156,...]
MATMUL_ND      0.828       [1,2,64,400]         values=[-0.109,-0.088,-0.183,-0.186,-0.227,...]
RESHAPE        0.019       [1,128,20,20]        values=[-0.109,-0.088,-0.183,-0.186,-0.227,...]
ADD            0.058       [1,128,20,20]        values=[0.3171,0.1271,0.0937,0.1163,0.1455,...]
IM2COL         0.272       [1,400,128]          values=[0.3171,-0.064,-0.548,0.5078,1.5507,...]
RESHAPE        0.008       [128,128]            values=[-0.141,-0.046,-0.018,-0.104,0.0086,...]
MATMUL_ND      0.476       [1,400,128]          values=[-1.006,-0.370,0.4384,-0.791,-2.066,...]
ADD            0.454       [1,400,128]          values=[-0.904,0.0598,0.3977,-0.632,-1.530,...]
RESHAPE        0.012       [1,20,20,128]        values=[-0.904,0.0598,0.3977,-0.632,-1.530,...]
TRANSPOSE      0.255       [1,128,20,20]        values=[-0.904,-1.238,-0.765,-0.313,-0.233,...]
ADD            0.054       [1,128,20,20]        values=[-0.549,-0.869,-0.523,-0.309,-0.272,...]
IM2COL         0.272       [1,400,128]          values=[-0.549,0.7470,0.8095,-0.270,-1.487,...]
RESHAPE        0.017       [256,128]            values=[-0.025,-0.172,-0.051,-0.083,0.1497,...]
MATMUL_ND      0.959       [1,400,256]          values=[0.3208,-0.125,0.1444,2.0585,0.6220,...]
ADD            0.916       [1,400,256]          values=[-0.959,-1.332,-0.951,0.9345,-1.415,...]
RESHAPE        0.046       [1,20,20,256]        values=[-0.959,-1.332,-0.951,0.9345,-1.415,...]
TRANSPOSE      0.516       [1,256,20,20]        values=[-0.959,-0.984,-1.221,-1.232,-1.252,...]
SIGMOID        0.118       [1,256,20,20]        values=[0.2771,0.2719,0.2276,0.2257,0.2221,...]
MULTIPLY       0.076       [1,256,20,20]        values=[-0.265,-0.267,-0.278,-0.278,-0.278,...]
IM2COL         0.578       [1,400,256]          values=[-0.265,-0.278,-0.264,0.6708,-0.276,...]
RESHAPE        0.016       [128,256]            values=[0.3369,-0.114,-0.464,0.0958,0.0603,...]
MATMUL_ND      0.773       [1,400,128]          values=[-1.052,0.2299,1.5048,0.4887,0.5522,...]
ADD            0.454       [1,400,128]          values=[-0.471,-0.821,0.4580,0.8017,0.6582,...]
RESHAPE        0.021       [1,20,20,128]        values=[-0.471,-0.821,0.4580,0.8017,0.6582,...]
TRANSPOSE      0.252       [1,128,20,20]        values=[-0.471,-0.512,-0.520,-0.412,-0.385,...]
ADD            0.038       [1,128,20,20]        values=[-1.020,-1.380,-1.043,-0.721,-0.658,...]
CONCAT         0.044       [1,256,20,20]        values=[0.5419,0.6494,0.6313,0.9423,0.9892,...] weights=[-1.020,-1.380,-1.043,-0.721,-0.658,...]
IM2COL         0.612       [1,400,256]          values=[0.5419,-0.222,-0.277,-0.133,-0.271,...]
RESHAPE        0.033       [256,256]            values=[0.0260,-0.094,0.0274,0.0796,0.1807,...]
MATMUL_ND      1.557       [1,400,256]          values=[0.4433,-0.191,0.5683,-0.649,-0.079,...]
ADD            0.902       [1,400,256]          values=[-2.478,0.5195,-0.331,-1.000,-2.050,...]
RESHAPE        0.041       [1,20,20,256]        values=[-2.478,0.5195,-0.331,-1.000,-2.050,...]
TRANSPOSE      0.511       [1,256,20,20]        values=[-2.478,-2.951,-2.837,-2.402,-2.326,...]
SIGMOID        0.170       [1,256,20,20]        values=[0.0773,0.0496,0.0552,0.0830,0.0889,...]
MULTIPLY       0.072       [1,256,20,20]        values=[-0.191,-0.146,-0.156,-0.199,-0.207,...]
RESHAPE        0.039       [256,20,20]          values=[-0.191,-0.146,-0.156,-0.199,-0.207,...]
RESIZE         1.551       [256,40,40]          values=[-0.191,-0.191,-0.146,-0.146,-0.156,...]
RESHAPE        0.167       [1,256,40,40]        values=[-0.191,-0.191,-0.146,-0.146,-0.156,...]
CONCAT         0.251       [1,384,40,40]        values=[-0.191,-0.191,-0.146,-0.146,-0.156,...] weights=[-0.006,-0.033,0.0517,0.1142,0.0480,...]
IM2COL         2.948       [1,1600,384]         values=[-0.191,0.3256,-0.138,-0.269,-0.233,...]
RESHAPE        0.023       [128,384]            values=[-0.348,-0.087,0.0966,0.0205,-0.002,...]
MATMUL_ND      4.368       [1,1600,128]         values=[0.8525,0.9062,-1.281,0.3112,0.9633,...]
ADD            1.811       [1,1600,128]         values=[1.2949,0.4338,-2.068,0.4130,-0.712,...]
RESHAPE        0.086       [1,40,40,128]        values=[1.2949,0.4338,-2.068,0.4130,-0.712,...]
TRANSPOSE      0.623       [1,128,40,40]        values=[1.2949,0.8603,1.0888,1.1474,1.1416,...]
SIGMOID        0.151       [1,128,40,40]        values=[0.7851,0.7026,0.7480,0.7592,0.7578,...]
MULTIPLY       0.131       [1,128,40,40]        values=[1.0166,0.6044,0.8144,0.8710,0.8652,...]
SLICE          0.049       [1,64,40,40]         values=[1.0166,0.6044,0.8144,0.8710,0.8652,...]
SLICE          0.044       [1,64,40,40]         values=[0.3640,0.7075,0.6049,0.5415,0.6162,...]
IM2COL         2.285       [1,1600,576]         values=[0.0000,0.0000,0.0000,0.0000,0.3640,...]
RESHAPE        0.012       [32,576]             values=[0.0256,-0.046,0.1356,-0.056,-0.179,...]
MATMUL_ND      1.559       [1,1600,32]          values=[0.0007,-1.205,0.6357,0.3261,-0.461,...]
ADD            0.467       [1,1600,32]          values=[-0.321,-2.300,-0.493,-0.393,-1.421,...]
RESHAPE        0.009       [1,40,40,32]         values=[-0.321,-2.300,-0.493,-0.393,-1.421,...]
TRANSPOSE      0.170       [1,32,40,40]         values=[-0.321,-0.705,-0.642,-0.377,-0.312,...]
SIGMOID        0.065       [1,32,40,40]         values=[0.4204,0.3305,0.3447,0.4067,0.4226,...]
MULTIPLY       0.037       [1,32,40,40]         values=[-0.135,-0.233,-0.221,-0.153,-0.131,...]
IM2COL         1.203       [1,1600,288]         values=[0.0000,0.0000,0.0000,0.0000,-0.135,...]
RESHAPE        0.013       [64,288]             values=[0.0027,0.0496,0.1208,-0.139,-0.092,...]
MATMUL_ND      1.698       [1,1600,64]          values=[0.6230,1.9794,-1.133,-0.202,0.4001,...]
ADD            0.912       [1,1600,64]          values=[-0.348,2.3945,0.1132,-0.935,-1.221,...]
RESHAPE        0.079       [1,40,40,64]         values=[-0.348,2.3945,0.1132,-0.935,-1.221,...]
TRANSPOSE      0.624       [1,64,40,40]         values=[-0.348,-1.268,-1.037,-0.980,-1.077,...]
SIGMOID        0.398       [1,64,40,40]         values=[0.4138,0.2194,0.2617,0.2727,0.2541,...]
MULTIPLY       0.118       [1,64,40,40]         values=[-0.144,-0.278,-0.271,-0.267,-0.273,...]
ADD            0.132       [1,64,40,40]         values=[0.2199,0.4291,0.3334,0.2739,0.3425,...]
CONCAT         0.117       [1,128,40,40]        values=[1.0166,0.6044,0.8144,0.8710,0.8652,...] weights=[0.3640,0.7075,0.6049,0.5415,0.6162,...]
CONCAT         0.141       [1,192,40,40]        values=[1.0166,0.6044,0.8144,0.8710,0.8652,...] weights=[0.2199,0.4291,0.3334,0.2739,0.3425,...]
IM2COL         1.510       [1,1600,192]         values=[1.0166,0.2634,-0.232,0.2486,-0.234,...]
RESHAPE        0.014       [128,192]            values=[-0.125,-0.118,-0.257,-0.075,0.0426,...]
MATMUL_ND      2.471       [1,1600,128]         values=[0.4880,-0.137,-1.301,0.0031,-0.784,...]
ADD            1.819       [1,1600,128]         values=[-1.818,0.0772,-0.721,0.0195,-1.240,...]
RESHAPE        0.092       [1,40,40,128]        values=[-1.818,0.0772,-0.721,0.0195,-1.240,...]
TRANSPOSE      1.008       [1,128,40,40]        values=[-1.818,-0.443,0.2402,0.6855,0.6718,...]
SIGMOID        0.283       [1,128,40,40]        values=[0.1396,0.3908,0.5595,0.6650,0.6621,...]
MULTIPLY       0.141       [1,128,40,40]        values=[-0.253,-0.173,0.1343,0.4558,0.4448,...]
RESHAPE        0.105       [128,40,40]          values=[-0.253,-0.173,0.1343,0.4558,0.4448,...]
RESIZE         2.784       [128,80,80]          values=[-0.253,-0.253,-0.173,-0.173,0.1343,...]
RESHAPE        0.317       [1,128,80,80]        values=[-0.253,-0.253,-0.173,-0.173,0.1343,...]
CONCAT         0.570       [1,256,80,80]        values=[-0.253,-0.253,-0.173,-0.173,0.1343,...] weights=[-0.269,-0.212,-0.261,-0.243,-0.219,...]
IM2COL         9.140       [1,6400,256]         values=[-0.253,0.0401,-0.235,0.0098,-0.278,...]
RESHAPE        0.011       [64,256]             values=[-0.166,0.2062,0.1137,-0.175,-0.133,...]
MATMUL_ND      6.401       [1,6400,64]          values=[1.0507,-0.311,0.4265,0.1816,0.4311,...]
ADD            3.658       [1,6400,64]          values=[-1.734,-3.359,0.6396,0.4658,2.1660,...]
RESHAPE        0.141       [1,80,80,64]         values=[-1.734,-3.359,0.6396,0.4658,2.1660,...]
TRANSPOSE      1.076       [1,64,80,80]         values=[-1.734,-1.537,-1.958,-2.037,-1.966,...]
SIGMOID        0.277       [1,64,80,80]         values=[0.1500,0.1770,0.1236,0.1153,0.1227,...]
MULTIPLY       0.307       [1,64,80,80]         values=[-0.260,-0.271,-0.242,-0.234,-0.241,...]
SLICE          0.094       [1,32,80,80]         values=[-0.260,-0.271,-0.242,-0.234,-0.241,...]
SLICE          0.081       [1,32,80,80]         values=[1.4335,1.2382,1.3486,1.3671,1.5302,...]
IM2COL         5.064       [1,6400,288]         values=[0.0000,0.0000,0.0000,0.0000,1.4335,...]
RESHAPE        0.004       [16,288]             values=[-0.054,-0.034,0.0086,-0.021,-0.278,...]
MATMUL_ND      1.839       [1,6400,16]          values=[-1.041,0.0657,-0.426,-0.841,-0.951,...]
ADD            0.946       [1,6400,16]          values=[0.2246,0.9111,0.6284,-0.260,0.3046,...]
RESHAPE        0.022       [1,80,80,16]         values=[0.2246,0.9111,0.6284,-0.260,0.3046,...]
TRANSPOSE      0.512       [1,16,80,80]         values=[0.2246,0.0312,0.1464,-0.047,-0.080,...]
SIGMOID        0.099       [1,16,80,80]         values=[0.5561,0.5078,0.5366,0.4880,0.4799,...]
MULTIPLY       0.051       [1,16,80,80]         values=[0.1249,0.0158,0.0786,-0.023,-0.038,...]
IM2COL         2.283       [1,6400,144]         values=[0.0000,0.0000,0.0000,0.0000,0.1249,...]
RESHAPE        0.004       [32,144]             values=[0.0553,0.2312,0.0992,-0.270,-0.242,...]
MATMUL_ND      2.086       [1,6400,32]          values=[-1.101,-1.768,-1.428,0.3212,-1.333,...]
ADD            1.852       [1,6400,32]          values=[-0.306,-2.976,-1.509,0.8159,-2.021,...]
RESHAPE        0.094       [1,80,80,32]         values=[-0.306,-2.976,-1.509,0.8159,-2.021,...]
TRANSPOSE      0.982       [1,32,80,80]         values=[-0.306,-0.059,-0.581,-0.686,-0.488,...]
SIGMOID        0.149       [1,32,80,80]         values=[0.4240,0.4851,0.3586,0.3349,0.3801,...]
MULTIPLY       0.164       [1,32,80,80]         values=[-0.129,-0.028,-0.208,-0.229,-0.185,...]
ADD            0.199       [1,32,80,80]         values=[1.3037,1.2089,1.1396,1.1376,1.3447,...]
CONCAT         0.197       [1,64,80,80]         values=[-0.260,-0.271,-0.242,-0.234,-0.241,...] weights=[1.4335,1.2382,1.3486,1.3671,1.5302,...]
CONCAT         0.237       [1,96,80,80]         values=[-0.260,-0.271,-0.242,-0.234,-0.241,...] weights=[1.3037,1.2089,1.1396,1.1376,1.3447,...]
IM2COL         3.375       [1,6400,96]          values=[-0.260,-0.112,0.4189,0.2861,1.9423,...]
RESHAPE        0.004       [64,96]              values=[-0.039,0.0852,0.0364,0.0880,0.0342,...]
MATMUL_ND      3.311       [1,6400,64]          values=[0.2172,1.0966,0.1345,-0.536,-0.468,...]
ADD            3.670       [1,6400,64]          values=[0.3083,-0.064,0.6093,0.9916,-0.227,...]
RESHAPE        0.115       [1,80,80,64]         values=[0.3083,-0.064,0.6093,0.9916,-0.227,...]
TRANSPOSE      1.762       [1,64,80,80]         values=[0.3083,0.7519,1.5244,1.2470,1.1640,...]
SIGMOID        0.288       [1,64,80,80]         values=[0.5766,0.6796,0.8212,0.7768,0.7622,...]
MULTIPLY       0.365       [1,64,80,80]         values=[0.1778,0.5112,1.2519,0.9687,0.8872,...]
IM2COL         2.903       [1,1600,576]         values=[0.0000,0.0000,0.0000,0.0000,0.1778,...]
RESHAPE        0.024       [64,576]             values=[0.0740,0.0166,-0.049,0.0917,0.1030,...]
MATMUL_ND      3.068       [1,1600,64]          values=[1.3125,-3.050,0.7207,-1.482,-0.453,...]
ADD            0.922       [1,1600,64]          values=[-1.416,-1.979,-1.140,-1.518,-0.520,...]
RESHAPE        0.030       [1,40,40,64]         values=[-1.416,-1.979,-1.140,-1.518,-0.520,...]
TRANSPOSE      0.282       [1,64,40,40]         values=[-1.416,-0.669,-1.294,-1.431,-1.656,...]
IM2COL         9.919       [1,6400,576]         values=[0.0000,0.0000,0.0000,0.0000,0.1778,...]
RESHAPE        0.025       [64,576]             values=[-0.002,-0.066,-0.037,0.0681,0.1590,...]
MATMUL_ND      12.396      [1,6400,64]          values=[-1.768,-0.277,0.7900,-1.206,1.0878,...]
ADD            3.687       [1,6400,64]          values=[-2.917,0.6347,-0.935,-0.355,0.0253,...]
RESHAPE        0.105       [1,80,80,64]         values=[-2.917,0.6347,-0.935,-0.355,0.0253,...]
TRANSPOSE      1.695       [1,64,80,80]         values=[-2.917,-2.691,-2.552,-2.523,-2.683,...]
CONV2D         3.344       [1,64,80,80]         values=[0.1545,0.1959,0.6728,1.0009,0.8271,...]
SIGMOID        0.129       [1,64,40,40]         values=[0.1953,0.3386,0.2150,0.1928,0.1602,...]
SIGMOID        0.292       [1,64,80,80]         values=[0.0512,0.0634,0.0722,0.0742,0.0639,...]
SIGMOID        0.284       [1,64,80,80]         values=[0.5385,0.5488,0.6621,0.7314,0.6958,...]
MULTIPLY       0.096       [1,64,40,40]         values=[-0.276,-0.226,-0.278,-0.276,-0.265,...]
MULTIPLY       0.447       [1,64,80,80]         values=[-0.149,-0.170,-0.184,-0.187,-0.171,...]
MULTIPLY       0.353       [1,64,80,80]         values=[0.0832,0.1075,0.4455,0.7319,0.5756,...]
CONCAT         0.162       [1,192,40,40]        values=[-0.276,-0.226,-0.278,-0.276,-0.265,...] weights=[-0.253,-0.173,0.1343,0.4558,0.4448,...]
IM2COL         9.128       [1,6400,576]         values=[0.0000,0.0000,0.0000,0.0000,-0.149,...]
RESHAPE        0.037       [64,576]             values=[0.0606,0.0331,0.0197,0.0178,0.0412,...]
MATMUL_ND      12.770      [1,6400,64]          values=[0.2016,-5.152,-0.593,-1.614,-0.583,...]
ADD            3.675       [1,6400,64]          values=[0.4025,-2.705,0.9267,0.7060,0.0839,...]
RESHAPE        0.147       [1,80,80,64]         values=[0.4025,-2.705,0.9267,0.7060,0.0839,...]
TRANSPOSE      1.070       [1,64,80,80]         values=[0.4025,-1.595,3.5332,-1.484,3.9570,...]
IM2COL         2.131       [1,6400,64]          values=[0.0832,1.8769,0.1636,-0.191,0.2316,...]
RESHAPE        0.004       [80,64]              values=[0.0433,0.0889,-0.049,0.0808,0.0957,...]
MATMUL_ND      3.539       [1,6400,80]          values=[-2.261,-1.583,-1.204,0.3334,1.0957,...]
ADD            4.559       [1,6400,80]          values=[-0.664,-0.431,-0.534,0.7695,0.1020,...]
RESHAPE        0.183       [1,80,80,80]         values=[-0.664,-0.431,-0.534,0.7695,0.1020,...]
TRANSPOSE      1.361       [1,80,80,80]         values=[-0.664,-0.507,-0.449,-0.400,-0.391,...]
IM2COL         1.533       [1,1600,192]         values=[-0.276,-0.240,-0.276,-0.272,-0.194,...]
RESHAPE        0.014       [128,192]            values=[0.1319,-0.028,0.0577,0.2198,0.6850,...]
MATMUL_ND      2.578       [1,1600,128]         values=[0.8808,-0.814,0.8310,1.1054,-0.165,...]
ADD            1.818       [1,1600,128]         values=[1.1669,-0.199,-0.302,-0.885,-0.792,...]
RESHAPE        0.051       [1,40,40,128]        values=[1.1669,-0.199,-0.302,-0.885,-0.792,...]
TRANSPOSE      0.554       [1,128,40,40]        values=[1.1669,1.3886,1.3193,1.6357,1.6855,...]
SIGMOID        0.262       [1,64,80,80]         values=[0.5991,0.1685,0.9716,0.1848,0.9814,...]
SIGMOID        0.358       [1,80,80,80]         values=[0.3398,0.3757,0.3896,0.4011,0.4033,...]
SIGMOID        0.129       [1,128,40,40]        values=[0.7626,0.8002,0.7890,0.8369,0.8437,...]
MULTIPLY       0.388       [1,64,80,80]         values=[0.2412,-0.269,3.4335,-0.274,3.8828,...]
MULTIPLY       0.515       [1,80,80,80]         values=[-0.225,-0.190,-0.175,-0.160,-0.157,...]
MULTIPLY       0.199       [1,128,40,40]        values=[0.8901,1.1113,1.0410,1.3691,1.4218,...]
IM2COL         2.302       [1,6400,64]          values=[0.2412,-0.169,0.6640,0.4726,0.0437,...]
RESHAPE        0.003       [64,64]              values=[-0.068,0.0194,0.0196,0.0269,-0.013,...]
MATMUL_ND      2.747       [1,6400,64]          values=[4.2031,4.1093,0.9638,-0.333,-0.327,...]
ADD            3.651       [1,6400,64]          values=[6.3750,6.3828,3.1015,1.4101,1.5859,...]
RESHAPE        0.156       [1,80,80,64]         values=[6.3750,6.3828,3.1015,1.4101,1.5859,...]
TRANSPOSE      1.050       [1,64,80,80]         values=[6.3750,4.0273,2.7265,1.8476,1.5351,...]
CONV2D         4.112       [1,80,80,80]         values=[0.8164,0.1719,0.2163,0.2047,0.1842,...]
SLICE          0.072       [1,64,40,40]         values=[0.8901,1.1113,1.0410,1.3691,1.4218,...]
SLICE          0.065       [1,64,40,40]         values=[-0.114,-0.163,-0.223,-0.244,-0.229,...]
SIGMOID        0.315       [1,80,80,80]         values=[0.6933,0.5429,0.5537,0.5507,0.5458,...]
IM2COL         2.298       [1,1600,576]         values=[0.0000,0.0000,0.0000,0.0000,-0.114,...]
RESHAPE        0.008       [32,576]             values=[0.0374,-0.022,0.0071,0.0918,0.0469,...]
MATMUL_ND      1.589       [1,1600,32]          values=[0.2434,-0.156,-1.043,-0.194,-0.113,...]
ADD            0.468       [1,1600,32]          values=[-0.516,2.0332,-1.367,-1.007,-0.064,...]
RESHAPE        0.011       [1,40,40,32]         values=[-0.516,2.0332,-1.367,-1.007,-0.064,...]
TRANSPOSE      0.151       [1,32,40,40]         values=[-0.516,-0.901,-1.066,-0.871,-0.849,...]
MULTIPLY       0.528       [1,80,80,80]         values=[0.5659,0.0933,0.1197,0.1127,0.1005,...]
SIGMOID        0.044       [1,32,40,40]         values=[0.3735,0.2888,0.2561,0.2949,0.2995,...]
IM2COL         2.837       [1,6400,80]          values=[0.5659,1.6826,0.8535,1.3964,0.8720,...]
RESHAPE        0.004       [80,80]              values=[-0.042,0.6738,-0.030,1.8085,0.6352,...]
MATMUL_ND      3.735       [1,6400,80]          values=[-1.375,1.0126,-11.87,-4.355,3.6503,...]
ADD            4.566       [1,6400,80]          values=[1.2128,1.9472,2.8281,1.2460,2.8281,...]
RESHAPE        0.188       [1,80,80,80]         values=[1.2128,1.9472,2.8281,1.2460,2.8281,...]
TRANSPOSE      2.000       [1,80,80,80]         values=[1.2128,1.3144,1.7324,1.4843,1.5390,...]
MULTIPLY       0.057       [1,32,40,40]         values=[-0.192,-0.260,-0.273,-0.256,-0.254,...]
SIGMOID        0.332       [1,80,80,80]         values=[0.7709,0.7880,0.8496,0.8154,0.8232,...]
IM2COL         1.161       [1,1600,288]         values=[0.0000,0.0000,0.0000,0.0000,-0.192,...]
RESHAPE        0.012       [64,288]             values=[-0.033,-0.061,0.1685,0.0181,-0.013,...]
MATMUL_ND      1.766       [1,1600,64]          values=[-1.091,1.1376,0.7734,-0.784,-0.062,...]
ADD            0.914       [1,1600,64]          values=[0.5703,0.0605,-0.575,-2.125,-3.353,...]
RESHAPE        0.039       [1,40,40,64]         values=[0.5703,0.0605,-0.575,-2.125,-3.353,...]
TRANSPOSE      0.282       [1,64,40,40]         values=[0.5703,0.8178,0.4316,0.5478,0.5214,...]
MULTIPLY       0.450       [1,80,80,80]         values=[0.9350,1.0361,1.4716,1.2099,1.2666,...]
SIGMOID        0.124       [1,64,40,40]         values=[0.6386,0.6938,0.6064,0.6337,0.6274,...]
IM2COL         2.700       [1,6400,80]          values=[0.9350,1.7041,2.6699,0.9682,2.6699,...]
RESHAPE        0.003       [80,80]              values=[0.0232,-0.099,0.0070,0.0534,-0.003,...]
MATMUL_ND      3.727       [1,6400,80]          values=[-5.519,-3.515,-3.167,-3.476,-1.833,...]
ADD            4.564       [1,6400,80]          values=[-12.43,-15.12,-13.28,-15.25,-14.31,...]
RESHAPE        0.173       [1,80,80,80]         values=[-12.43,-15.12,-13.28,-15.25,-14.31,...]
TRANSPOSE      1.456       [1,80,80,80]         values=[-12.43,-13.56,-13.37,-13.20,-12.71,...]
MULTIPLY       0.170       [1,64,40,40]         values=[0.3642,0.5673,0.2617,0.3471,0.3271,...]
CONCAT         0.387       [1,144,80,80]        values=[6.3750,4.0273,2.7265,1.8476,1.5351,...] weights=[-12.43,-13.56,-13.37,-13.20,-12.71,...]
ADD            0.114       [1,64,40,40]         values=[0.2497,0.4035,0.0383,0.1021,0.0977,...]
RESHAPE        0.362       [1,144,6400]         values=[6.3750,4.0273,2.7265,1.8476,1.5351,...]
CONCAT         0.109       [1,128,40,40]        values=[0.8901,1.1113,1.0410,1.3691,1.4218,...] weights=[-0.114,-0.163,-0.223,-0.244,-0.229,...]
CONCAT         0.131       [1,192,40,40]        values=[0.8901,1.1113,1.0410,1.3691,1.4218,...] weights=[0.2497,0.4035,0.0383,0.1021,0.0977,...]
IM2COL         1.480       [1,1600,192]         values=[0.8901,-0.089,-0.128,-0.258,-0.247,...]
RESHAPE        0.012       [128,192]            values=[0.0456,0.0374,-0.063,-0.054,0.0847,...]
MATMUL_ND      2.491       [1,1600,128]         values=[0.4782,-0.275,-1.568,1.2988,-0.746,...]
ADD            1.809       [1,1600,128]         values=[0.7006,0.9667,-0.507,1.4902,-1.078,...]
RESHAPE        0.095       [1,40,40,128]        values=[0.7006,0.9667,-0.507,1.4902,-1.078,...]
